,value,type,name,datetime
40,0.0,,Exalted Orb,2020-04-18 10:58:32.785571
41,7.277105,Currency,Orb of Alchemy,2020-04-18 10:58:32.785571
42,5.697396774193549,Currency,Chromatic Orb,2020-04-18 10:58:32.785571
43,36.55357200000001,Currency,Vaal Orb,2020-04-18 10:58:32.785571
44,7.5617475,Currency,Prime Sextant,2020-04-18 10:58:32.785571
45,3.9000000000000004,Currency,Gemcutter's Prism,2020-04-18 10:58:32.785571
46,143.94512,Fragment,Simulacrum Splinter,2020-04-18 10:58:32.785571
47,0.0,,Chaos Orb,2020-04-18 10:58:32.785571
48,0.0,,Horizon Shard,2020-04-18 10:58:32.785571
49,6.0,DeliriumOrb,Armoursmith's Delirium Orb,2020-04-18 10:58:32.785571
50,3.8000000000000003,Currency,Cartographer's Chisel,2020-04-18 10:58:32.785571
51,43.77986973684211,Currency,Orb of Scouring,2020-04-18 10:58:32.785571
52,0.0,,The Hermit,2020-04-18 10:58:32.785571
53,0.0,,Imperial Legacy,2020-04-18 10:58:32.785571
54,0.0,,The Lord of Celebration,2020-04-18 10:58:32.785571
55,0.0,,Prosperity,2020-04-18 10:58:32.785571
56,0.0,,The Catalyst,2020-04-18 10:58:32.785571
57,0.0,,Nook's Crown,2020-04-18 10:58:32.785571
58,0.0,,The Blazing Fire,2020-04-18 10:58:32.785571
59,0.0,,Arrogance of the Vaal,2020-04-18 10:58:32.785571
60,0.0,,Humility,2020-04-18 10:58:32.785571
61,0.0,,The Flora's Gift,2020-04-18 10:58:32.785571
62,0.0,,Thirst for Knowledge,2020-04-18 10:58:32.785571
63,0.0,,The Gemcutter,2020-04-18 10:58:32.785571
64,0.0,,Her Mask,2020-04-18 10:58:32.785571
65,0.0,,The Jeweller's Boon,2020-04-18 10:58:32.785571
66,0.0,,Scholar of the Seas,2020-04-18 10:58:32.785571
67,0.0,,The Tinkerer's Table,2020-04-18 10:58:32.785571
68,0.0,,The Dapper Prodigy,2020-04-18 10:58:32.785571
69,0.0,,The Lover,2020-04-18 10:58:32.785571
70,0.0,,Hunter's Resolve,2020-04-18 10:58:32.785571
71,0.0,,The Endurance,2020-04-18 10:58:32.785571
72,0.0,,The King's Blade,2020-04-18 10:58:32.785571
73,0.0,,The Gentleman,2020-04-18 10:58:32.785571
74,0.0,,The Warden,2020-04-18 10:58:32.785571
75,0.0,,Emperor of Purity,2020-04-18 10:58:32.785571
76,0.0,,Boundless Realms,2020-04-18 10:58:32.785571
77,0.0,,Lantador's Lost Love,2020-04-18 10:58:32.785571
78,0.0,,Mitts,2020-04-18 10:58:32.785571
79,0.0,,Divine Justice,2020-04-18 10:58:32.785571
80,0.0,,Grave Knowledge,2020-04-18 10:58:32.785571
81,0.0,,Deathly Designs,2020-04-18 10:58:32.785571
82,0.0,,The Dreamer,2020-04-18 10:58:32.785571
83,0.0,,Rain of Chaos,2020-04-18 10:58:32.785571
84,0.0,,The Polymath,2020-04-18 10:58:32.785571
85,0.0,,Gift of the Gemling Queen,2020-04-18 10:58:32.785571
86,0.0,,The Queen,2020-04-18 10:58:32.785571
87,0.0,,Harmony of Souls,2020-04-18 10:58:32.785571
88,0.0,,The Survivalist,2020-04-18 10:58:32.785571
89,0.0,,The Aesthete,2020-04-18 10:58:32.785571
90,0.0,,The Doppelganger,2020-04-18 10:58:32.785571
91,0.0,,The Seeker,2020-04-18 10:58:32.785571
92,0.0,,The Puzzle,2020-04-18 10:58:32.785571
93,0.0,,Last Hope,2020-04-18 10:58:32.785571
94,0.0,,Gemcutter's Promise,2020-04-18 10:58:32.785571
95,0.0,,The Garish Power,2020-04-18 10:58:32.785571
96,0.0,,The Lion,2020-04-18 10:58:32.785571
97,0.0,,The Union,2020-04-18 10:58:32.785571
98,0.0,,Hubris,2020-04-18 10:58:32.785571
99,0.0,,The Battle Born,2020-04-18 10:58:32.785571
100,0.0,,The Rite of Elements,2020-04-18 10:58:32.785571
101,0.0,,The Encroaching Darkness,2020-04-18 10:58:32.785571
102,0.0,,The Price of Protection,2020-04-18 10:58:32.785571
103,0.0,,Three Faces in the Dark,2020-04-18 10:58:32.785571
104,0.0,,The Chains that Bind,2020-04-18 10:58:32.785571
105,0.0,,The Wolf's Shadow,2020-04-18 10:58:32.785571
106,0.0,,The Obscured,2020-04-18 10:58:32.785571
107,0.0,,Emperor's Luck,2020-04-18 10:58:32.785571
108,0.0,,The Pact,2020-04-18 10:58:32.785571
109,0.0,,The Metalsmith's Gift,2020-04-18 10:58:32.785571
110,0.0,,A Mother's Parting Gift,2020-04-18 10:58:32.785571
111,0.0,,Destined to Crumble,2020-04-18 10:58:32.785571
112,0.0,,The Wrath,2020-04-18 10:58:32.785571
113,0.0,,Vinia's Token,2020-04-18 10:58:32.785571
114,0.0,,The Scarred Meadow,2020-04-18 10:58:32.785571
115,0.0,,Turn the Other Cheek,2020-04-18 10:58:32.785571
116,0.0,,The Stormcaller,2020-04-18 10:58:32.785571
117,0.0,,Thunderous Skies,2020-04-18 10:58:32.785571
118,0.0,,The Beast,2020-04-18 10:58:32.785571
119,0.0,,The Journey,2020-04-18 10:58:32.785571
120,0.0,,Loyalty,2020-04-18 10:58:32.785571
121,0.0,,The Professor,2020-04-18 10:58:32.785571
122,0.0,,Volatile Power,2020-04-18 10:58:32.785571
123,0.0,,The Inventor,2020-04-18 10:58:32.785571
124,0.0,,The Opulent,2020-04-18 10:58:32.785571
125,0.0,,The Carrion Crow,2020-04-18 10:58:32.785571
126,0.0,,Dark Temptation,2020-04-18 10:58:32.785571
127,0.0,,Lucky Connections,2020-04-18 10:58:32.785571
128,0.0,,The Sword King's Salute,2020-04-18 10:58:32.785571
129,0.0,,The Incantation,2020-04-18 10:58:32.785571
130,0.0,,The Sigil,2020-04-18 10:58:32.785571
131,0.0,,Akil's Prophecy,2020-04-18 10:58:32.785571
132,0.0,,The Messenger,2020-04-18 10:58:32.785571
133,0.0,,The Lunaris Priestess,2020-04-18 10:58:32.785571
134,0.0,,Doedre's Madness,2020-04-18 10:58:32.785571
135,0.0,,Three Voices,2020-04-18 10:58:32.785571
136,0.0,,The Twilight Moon,2020-04-18 10:58:32.785571
137,0.0,,Boon of Justice,2020-04-18 10:58:32.785571
138,0.0,,The Scholar,2020-04-18 10:58:32.785571
139,0.0,,The Fox,2020-04-18 10:58:32.785571
140,0.0,,The Wretched,2020-04-18 10:58:32.785571
141,0.0,,Buried Treasure,2020-04-18 10:58:32.785571
142,0.0,,The Gambler,2020-04-18 10:58:32.785571
143,0.0,,The Realm,2020-04-18 10:58:32.785571
144,0.0,,Jack in the Box,2020-04-18 10:58:32.785571
145,0.0,,The Void,2020-04-18 10:58:32.785571
146,0.0,,Struck by Lightning,2020-04-18 10:58:32.785571
147,1.33334,Fragment,Sacrifice at Midnight,2020-04-18 10:58:32.785571
148,22.62558375,Fragment,Timeless Karui Splinter,2020-04-18 10:58:32.785571
149,3.0,Scarab,Polished Perandus Scarab,2020-04-18 10:58:32.785571
150,1.4994317045454546,Fragment,Sacrifice at Noon,2020-04-18 10:58:32.785571
151,7.569848928571428,Currency,Splinter of Chayula,2020-04-18 10:58:32.785571
152,4.183370230769231,Currency,Splinter of Esh,2020-04-18 10:58:32.785571
153,13.5,Fragment,Timeless Maraketh Splinter,2020-04-18 10:58:32.785571
154,2.5,Scarab,Rusted Reliquary Scarab,2020-04-18 10:58:32.785571
155,2.2431158333333334,Currency,Splinter of Uul-Netol,2020-04-18 10:58:32.785571
156,3.99996,Fragment,Sacrifice at Dawn,2020-04-18 10:58:32.785571
157,2.71434,Currency,Splinter of Xoph,2020-04-18 10:58:32.785571
158,3.66663,Fragment,Sacrifice at Dusk,2020-04-18 10:58:32.785571
159,3.0,Scarab,Rusted Metamorph Scarab,2020-04-18 10:58:32.785571
160,2.0,Scarab,Polished Metamorph Scarab,2020-04-18 10:58:32.785571
161,0.0,Scarab,Polished Torment Scarab,2020-04-18 10:58:32.785571
162,30.0,Fragment,Fragment of the Minotaur,2020-04-18 10:58:32.785571
163,2.0,Scarab,Polished Harbinger Scarab,2020-04-18 10:58:32.785571
164,19.066476000000005,Fragment,Timeless Eternal Empire Splinter,2020-04-18 10:58:32.785571
165,1.0,Scarab,Rusted Harbinger Scarab,2020-04-18 10:58:32.785571
166,6.0,Scarab,Rusted Elder Scarab,2020-04-18 10:58:32.785571
167,1.5,Scarab,Rusted Torment Scarab,2020-04-18 10:58:32.785571
168,2.0,Scarab,Rusted Shaper Scarab,2020-04-18 10:58:32.785571
169,4.5,Scarab,Rusted Ambush Scarab,2020-04-18 10:58:32.785571
170,10.450209000000001,Currency,Splinter of Tul,2020-04-18 10:58:32.785571
171,3.4181572727272727,Fragment,Offering to the Goddess,2020-04-18 10:58:32.785571
172,25.0,Fragment,Fragment of the Hydra,2020-04-18 10:58:32.785571
173,13.5,Fragment,Timeless Templar Splinter,2020-04-18 10:58:32.785571
174,2.0,Scarab,Rusted Breach Scarab,2020-04-18 10:58:32.785571
175,3.52,Scarab,Rusted Bestiary Scarab,2020-04-18 10:58:32.785571
176,7.54,Scarab,Rusted Divination Scarab,2020-04-18 10:58:32.785571
177,2.0,Scarab,Rusted Cartography Scarab,2020-04-18 10:58:32.785571
178,2.0,Fragment,Divine Vessel,2020-04-18 10:58:32.785571
179,18.700000000000003,Fragment,Timeless Vaal Splinter,2020-04-18 10:58:32.785571
180,1.0,Scarab,Rusted Perandus Scarab,2020-04-18 10:58:32.785571
181,2.0,Essence,Weeping Essence of Anger,2020-04-18 10:58:32.785571
182,3.0,Essence,Weeping Essence of Sorrow,2020-04-18 10:58:32.785571
183,3.0,Essence,Shrieking Essence of Zeal,2020-04-18 10:58:32.785571
184,5.0,Essence,Wailing Essence of Fear,2020-04-18 10:58:32.785571
185,3.0,Essence,Screaming Essence of Torment,2020-04-18 10:58:32.785571
186,2.0,Essence,Screaming Essence of Scorn,2020-04-18 10:58:32.785571
187,3.0,Essence,Screaming Essence of Wrath,2020-04-18 10:58:32.785571
188,2.0,Essence,Weeping Essence of Woe,2020-04-18 10:58:32.785571
189,3.0,Essence,Screaming Essence of Anguish,2020-04-18 10:58:32.785571
190,1.0,Essence,Screaming Essence of Doubt,2020-04-18 10:58:32.785571
191,0.0,,Great Crown,2020-04-18 10:58:32.785571
192,2.0,Essence,Wailing Essence of Hatred,2020-04-18 10:58:32.785571
193,2.0,Essence,Weeping Essence of Torment,2020-04-18 10:58:32.785571
194,4.0,Essence,Wailing Essence of Woe,2020-04-18 10:58:32.785571
195,3.0,Essence,Wailing Essence of Zeal,2020-04-18 10:58:32.785571
196,3.0,Essence,Wailing Essence of Torment,2020-04-18 10:58:32.785571
197,4.0,Essence,Wailing Essence of Suffering,2020-04-18 10:58:32.785571
198,1.0,Essence,Wailing Essence of Spite,2020-04-18 10:58:32.785571
199,1.0,Essence,Whispering Essence of Greed,2020-04-18 10:58:32.785571
200,2.0,Essence,Screaming Essence of Suffering,2020-04-18 10:58:32.785571
201,1.0,Essence,Screaming Essence of Loathing,2020-04-18 10:58:32.785571
202,3.0,Essence,Wailing Essence of Wrath,2020-04-18 10:58:32.785571
203,2.0,Essence,Wailing Essence of Loathing,2020-04-18 10:58:32.785571
204,1.0,Essence,Muttering Essence of Contempt,2020-04-18 10:58:32.785571
205,3.0,Essence,Weeping Essence of Hatred,2020-04-18 10:58:32.785571
206,4.0,Essence,Screaming Essence of Spite,2020-04-18 10:58:32.785571
207,3.0,Essence,Screaming Essence of Rage,2020-04-18 10:58:32.785571
208,2.0,Essence,Weeping Essence of Rage,2020-04-18 10:58:32.785571
209,1.0,Essence,Wailing Essence of Sorrow,2020-04-18 10:58:32.785571
210,4.0,Essence,Screaming Essence of Contempt,2020-04-18 10:58:32.785571
211,3.0,Essence,Weeping Essence of Contempt,2020-04-18 10:58:32.785571
212,4.0,Essence,Screaming Essence of Woe,2020-04-18 10:58:32.785571
213,2.0,Essence,Wailing Essence of Doubt,2020-04-18 10:58:32.785571
214,3.0,Essence,Screaming Essence of Sorrow,2020-04-18 10:58:32.785571
215,2.0,Essence,Whispering Essence of Contempt,2020-04-18 10:58:32.785571
216,3.0,Essence,Screaming Essence of Fear,2020-04-18 10:58:32.785571
217,3.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 10:58:32.785571
218,1.98,Essence,Muttering Essence of Anger,2020-04-18 10:58:32.785571
219,3.0,Essence,Wailing Essence of Anguish,2020-04-18 10:58:32.785571
220,5.0,Essence,Wailing Essence of Contempt,2020-04-18 10:58:32.785571
221,2.0,Essence,Weeping Essence of Doubt,2020-04-18 10:58:32.785571
222,2.0,Essence,Wailing Essence of Rage,2020-04-18 10:58:32.785571
223,12.0,Currency,Stacked Deck,2020-04-18 10:58:32.785571
224,3.0,Essence,Screaming Essence of Zeal,2020-04-18 10:58:32.785571
225,2.0,Essence,Screaming Essence of Anger,2020-04-18 10:58:32.785571
226,1.0,Essence,Whispering Essence of Woe,2020-04-18 10:58:32.785571
227,1.5,Essence,Remnant of Corruption,2020-04-18 10:58:32.785571
228,5.0,Essence,Muttering Essence of Torment,2020-04-18 10:58:32.785571
229,2.0,Essence,Weeping Essence of Wrath,2020-04-18 10:58:32.785571
230,3.0,Essence,Weeping Essence of Fear,2020-04-18 10:58:32.785571
231,4.0,Essence,Wailing Essence of Anger,2020-04-18 10:58:32.785571
232,1.0,Essence,Shrieking Essence of Anger,2020-04-18 10:58:32.785571
233,3.0,Essence,Muttering Essence of Sorrow,2020-04-18 10:58:32.785571
234,1.0,Essence,Screaming Essence of Hatred,2020-04-18 10:58:32.785571
235,5.0,Oil,Amber Oil,2020-04-18 10:58:32.785571
236,0.0,Essence,Muttering Essence of Fear,2020-04-18 10:58:32.785571
237,3.0,Essence,Screaming Essence of Greed,2020-04-18 10:58:32.785571
238,3.0,Essence,Wailing Essence of Greed,2020-04-18 10:58:32.785571
239,1.0,Essence,Weeping Essence of Greed,2020-04-18 10:58:32.785571
240,2.0,Essence,Muttering Essence of Greed,2020-04-18 10:58:32.785571
241,0.0,,Cobalt Jewel,2020-04-18 10:58:32.785571
242,0.0,Fragment,Offering to the Goddess,2020-04-18 10:58:32.785571
243,0.0,,Imbued Wand,2020-04-18 10:58:32.785571
244,0.0,,Medium Cluster Jewel,2020-04-18 10:58:32.785571
245,0.0,,Opal Wand,2020-04-18 10:58:32.785571
246,0.0,,Superior Terror Claw,2020-04-18 10:58:32.785571
247,0.0,,Lacewood Spirit Shield,2020-04-18 10:58:32.785571
248,0.0,,Abyssal Sceptre,2020-04-18 10:58:32.785571
249,0.0,,Spiked Gloves,2020-04-18 10:58:32.785571
250,0.0,,Imbued Wand,2020-04-18 10:58:32.785571
251,0.0,,Omen Wand,2020-04-18 10:58:32.785571
252,0.0,,Vaal Rapier,2020-04-18 10:58:32.785571
253,0.0,,Imbued Wand,2020-04-18 10:58:32.785571
254,0.0,,Spiraled Foil,2020-04-18 10:58:32.785571
255,0.0,,Gemstone Sword,2020-04-18 10:58:32.785571
256,0.0,,Imbued Wand,2020-04-18 10:58:32.785571
257,0.0,,Superior Fancy Foil,2020-04-18 10:58:32.785571
258,0.0,,Varnished Coat,2020-04-18 10:58:32.785571
259,0.0,,Titanium Spirit Shield,2020-04-18 10:58:32.785571
260,0.0,,Imbued Wand,2020-04-18 10:58:32.785571
261,0.0,,Sorcerer Boots,2020-04-18 10:58:32.785571
262,0.0,,Goliath Greaves,2020-04-18 10:58:32.785571
263,0.0,,Carnal Boots,2020-04-18 10:58:32.785571
264,0.0,,Conjurer Boots,2020-04-18 10:58:32.785571
265,0.0,,Steel Greaves,2020-04-18 10:58:32.785571
266,0.0,,Magistrate Crown,2020-04-18 10:58:32.785571
267,0.0,,Sorcerer Boots,2020-04-18 10:58:32.785571
268,0.0,,Lacquered Helmet,2020-04-18 10:58:32.785571
269,0.0,,Murder Boots,2020-04-18 10:58:32.785571
270,0.0,,Fluted Bascinet,2020-04-18 10:58:32.785571
271,0.0,,Titan Gauntlets,2020-04-18 10:58:32.785571
272,0.0,,Goliath Greaves,2020-04-18 10:58:32.785571
273,0.0,,Superior Conjurer Boots,2020-04-18 10:58:32.785571
274,0.0,,Eternal Burgonet,2020-04-18 10:58:32.785571
275,0.0,,Hydrascale Boots,2020-04-18 10:58:32.785571
276,0.0,,Hydrascale Boots,2020-04-18 10:58:32.785571
277,0.0,,Murder Boots,2020-04-18 10:58:32.785571
278,0.0,,Superior Solaris Circlet,2020-04-18 10:58:32.785571
279,0.0,,Steel Circlet,2020-04-18 10:58:32.785571
280,0.0,,Assassin's Boots,2020-04-18 10:58:32.785571
281,0.0,,Stealth Boots,2020-04-18 10:58:32.785571
282,0.0,,Slink Boots,2020-04-18 10:58:32.785571
283,0.0,,Slink Boots,2020-04-18 10:58:32.785571
284,0.0,,Carnal Boots,2020-04-18 10:58:32.785571
285,0.0,,Murder Boots,2020-04-18 10:58:32.785571
286,0.0,,Eternal Burgonet,2020-04-18 10:58:32.785571
287,0.0,,Hubris Circlet,2020-04-18 10:58:32.785571
288,0.0,,Eternal Burgonet,2020-04-18 10:58:32.785571
289,0.0,,Exquisite Leather,2020-04-18 10:58:32.785571
290,3.0,DeliriumOrb,Abyssal Delirium Orb,2020-04-18 10:58:32.785571
291,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
292,0.0,,Coral Ring,2020-04-18 10:58:32.785571
293,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
294,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
295,0.0,,Diamond Ring,2020-04-18 10:58:32.785571
296,0.0,,Jade Amulet,2020-04-18 10:58:32.785571
297,0.0,,Reave,2020-04-18 10:58:32.785571
298,0.0,,Sapphire Ring,2020-04-18 10:58:32.785571
299,0.0,,Coral Ring,2020-04-18 10:58:32.785571
300,0.0,,Diamond Ring,2020-04-18 10:58:32.785571
301,0.0,,Topaz Ring,2020-04-18 10:58:32.785571
302,0.0,,Cloth Belt,2020-04-18 10:58:32.785571
303,0.0,,Diamond Ring,2020-04-18 10:58:32.785571
304,0.0,,Topaz Ring,2020-04-18 10:58:32.785571
305,0.0,,Amethyst Ring,2020-04-18 10:58:32.785571
306,0.0,,Crimson Jewel,2020-04-18 10:58:32.785571
307,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
308,0.0,,Paua Amulet,2020-04-18 10:58:32.785571
309,0.0,,Amber Amulet,2020-04-18 10:58:32.785571
310,0.0,,Amethyst Ring,2020-04-18 10:58:32.785571
311,0.0,,Diamond Ring,2020-04-18 10:58:32.785571
312,0.0,,Coral Ring,2020-04-18 10:58:32.785571
313,0.0,,Amber Amulet,2020-04-18 10:58:32.785571
314,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
315,0.0,,Ruby Ring,2020-04-18 10:58:32.785571
316,0.0,,Jade Amulet,2020-04-18 10:58:32.785571
317,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
318,0.0,,Iron Ring,2020-04-18 10:58:32.785571
319,0.0,,Moonstone Ring,2020-04-18 10:58:32.785571
320,0.0,,Opal Ring,2020-04-18 10:58:32.785571
321,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
322,0.0,,Sapphire Ring,2020-04-18 10:58:32.785571
323,0.0,,Topaz Ring,2020-04-18 10:58:32.785571
324,0.0,,Chain Belt,2020-04-18 10:58:32.785571
325,0.0,,Unset Ring,2020-04-18 10:58:32.785571
326,0.0,,Studded Belt,2020-04-18 10:58:32.785571
327,0.0,,Studded Belt,2020-04-18 10:58:32.785571
328,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
329,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
330,0.0,,Topaz Ring,2020-04-18 10:58:32.785571
331,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
332,0.0,,Moonstone Ring,2020-04-18 10:58:32.785571
333,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
334,0.0,,Amethyst Ring,2020-04-18 10:58:32.785571
335,0.0,,Crimson Jewel,2020-04-18 10:58:32.785571
336,0.0,,Jewelled Foil,2020-04-18 10:58:32.785571
337,0.0,,Opal Ring,2020-04-18 10:58:32.785571
338,0.0,,Coral Ring,2020-04-18 10:58:32.785571
339,0.0,,Heavy Belt,2020-04-18 10:58:32.785571
340,0.0,,Blasphemy Support,2020-04-18 10:58:32.785571
341,0.0,,Moonstone Ring,2020-04-18 10:58:32.785571
342,0.0,,Cobalt Jewel,2020-04-18 10:58:32.785571
343,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
344,0.0,,Ruby Ring,2020-04-18 10:58:32.785571
345,0.0,,Ruby Ring,2020-04-18 10:58:32.785571
346,0.0,,Gold Ring,2020-04-18 10:58:32.785571
347,1.0,Oil,Sepia Oil,2020-04-18 10:58:32.785571
348,0.0,,Coral Ring,2020-04-18 10:58:32.785571
349,0.0,Fragment,Sacrifice at Dawn,2020-04-18 10:58:32.785571
350,0.0,,Coral Ring,2020-04-18 10:58:32.785571
351,0.0,,Coral Ring,2020-04-18 10:58:32.785571
352,0.0,,Sapphire Ring,2020-04-18 10:58:32.785571
353,0.0,,Viridian Jewel,2020-04-18 10:58:32.785571
354,0.0,,Coral Ring,2020-04-18 10:58:32.785571
355,0.0,,Topaz Ring,2020-04-18 10:58:32.785571
356,0.0,,Lapis Amulet,2020-04-18 10:58:32.785571
357,0.0,,Diamond Ring,2020-04-18 10:58:32.785571
358,0.0,,Topaz Ring,2020-04-18 10:58:32.785571
359,0.0,,Topaz Ring,2020-04-18 10:58:32.785571
360,0.0,,Lapis Amulet,2020-04-18 10:58:32.785571
361,0.0,,Diamond Ring,2020-04-18 10:58:32.785571
362,0.0,,Sapphire Ring,2020-04-18 10:58:32.785571
363,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
364,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
365,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
366,0.0,,Leather Belt,2020-04-18 10:58:32.785571
367,0.0,,Sapphire Ring,2020-04-18 10:58:32.785571
368,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
369,0.0,,Amethyst Ring,2020-04-18 10:58:32.785571
370,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
371,0.0,,Small Cluster Jewel,2020-04-18 10:58:32.785571
372,0.0,,Turquoise Amulet,2020-04-18 10:58:32.785571
373,0.0,,Diamond Ring,2020-04-18 10:58:32.785571
374,0.0,,Lapis Amulet,2020-04-18 10:58:32.785571
375,0.0,,Amethyst Ring,2020-04-18 10:58:32.785571
376,0.0,,Jade Amulet,2020-04-18 10:58:32.785571
377,0.0,,Citrine Amulet,2020-04-18 10:58:32.785571
378,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
379,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
380,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
381,0.0,,Amethyst Ring,2020-04-18 10:58:32.785571
382,0.0,,Heavy Belt,2020-04-18 10:58:32.785571
383,0.0,,Diamond Ring,2020-04-18 10:58:32.785571
384,0.0,,Coral Ring,2020-04-18 10:58:32.785571
385,0.0,,Crimson Jewel,2020-04-18 10:58:32.785571
386,0.0,,Ruby Ring,2020-04-18 10:58:32.785571
387,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
388,0.0,,Rustic Sash,2020-04-18 10:58:32.785571
389,0.0,,Coral Ring,2020-04-18 10:58:32.785571
390,0.0,,Amethyst Ring,2020-04-18 10:58:32.785571
391,3.0,Oil,Crimson Oil,2020-04-18 10:58:32.785571
392,1.99998,Currency,Turbulent Catalyst,2020-04-18 10:58:32.785571
393,3.22,Fossil,Pristine Fossil,2020-04-18 10:58:32.785571
394,0.0,,Cobalt Jewel,2020-04-18 10:58:32.785571
395,1.76,Fossil,Scorched Fossil,2020-04-18 10:58:32.785571
396,8.0,Oil,Opalescent Oil,2020-04-18 10:58:32.785571
397,1.0,Incubator,Fossilised Incubator,2020-04-18 10:58:32.785571
398,3.0,Incubator,Fragmented Incubator,2020-04-18 10:58:32.785571
399,1.0,Incubator,Celestial Jeweller's Incubator,2020-04-18 10:58:32.785571
400,1.0,Incubator,Infused Incubator,2020-04-18 10:58:32.785571
401,0.0,,Coral Amulet,2020-04-18 10:58:32.785571
402,3.0,DeliriumOrb,Decadent Delirium Orb,2020-04-18 10:58:32.785571
403,2.0,Incubator,Cartographer's Incubator,2020-04-18 10:58:32.785571
404,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
405,1.0,Incubator,Enchanted Incubator,2020-04-18 10:58:32.785571
406,2.0,Incubator,Ornate Incubator,2020-04-18 10:58:32.785571
407,0.0,,Superior Topaz Flask,2020-04-18 10:58:32.785571
408,1.34,Oil,Teal Oil,2020-04-18 10:58:32.785571
