,value,type,name,datetime
150,20.089962465517242,Fragment,Timeless Karui Splinter,2020-04-18 12:17:56.051739
151,3.0,Scarab,Polished Perandus Scarab,2020-04-18 12:17:56.051739
152,1.3966363917525773,Fragment,Sacrifice at Noon,2020-04-18 12:17:56.051739
153,7.592742857142857,Currency,Splinter of Chayula,2020-04-18 12:17:56.051739
154,3.6936778421052634,Currency,Splinter of Esh,2020-04-18 12:17:56.051739
155,13.5,Fragment,Timeless Maraketh Splinter,2020-04-18 12:17:56.051739
156,2.5,Scarab,Rusted Reliquary Scarab,2020-04-18 12:17:56.051739
157,2.24405,Currency,Splinter of Uul-Netol,2020-04-18 12:17:56.051739
158,4.33329,Fragment,Sacrifice at Dawn,2020-04-18 12:17:56.051739
159,2.71434,Currency,Splinter of Xoph,2020-04-18 12:17:56.051739
160,3.1428100000000003,Fragment,Sacrifice at Dusk,2020-04-18 12:17:56.051739
161,3.0,Scarab,Rusted Metamorph Scarab,2020-04-18 12:17:56.051739
162,2.0,Scarab,Polished Metamorph Scarab,2020-04-18 12:17:56.051739
163,0.0,Scarab,Polished Torment Scarab,2020-04-18 12:17:56.051739
164,60.0,Fragment,Fragment of the Minotaur,2020-04-18 12:17:56.051739
165,2.0,Scarab,Polished Harbinger Scarab,2020-04-18 12:17:56.051739
166,18.231841333333335,Fragment,Timeless Eternal Empire Splinter,2020-04-18 12:17:56.051739
167,1.0,Scarab,Rusted Harbinger Scarab,2020-04-18 12:17:56.051739
168,3.0,Scarab,Rusted Elder Scarab,2020-04-18 12:17:56.051739
169,1.5,Scarab,Rusted Torment Scarab,2020-04-18 12:17:56.051739
170,2.0,Scarab,Rusted Shaper Scarab,2020-04-18 12:17:56.051739
171,3.0,Scarab,Rusted Ambush Scarab,2020-04-18 12:17:56.051739
172,8.957322000000001,Currency,Splinter of Tul,2020-04-18 12:17:56.051739
173,3.33336,Fragment,Offering to the Goddess,2020-04-18 12:17:56.051739
174,50.0,Fragment,Fragment of the Hydra,2020-04-18 12:17:56.051739
175,13.5,Fragment,Timeless Templar Splinter,2020-04-18 12:17:56.051739
176,2.0,Scarab,Rusted Breach Scarab,2020-04-18 12:17:56.051739
177,3.36,Scarab,Rusted Bestiary Scarab,2020-04-18 12:17:56.051739
178,6.0,Scarab,Rusted Divination Scarab,2020-04-18 12:17:56.051739
179,2.0,Scarab,Rusted Cartography Scarab,2020-04-18 12:17:56.051739
180,2.0,Fragment,Divine Vessel,2020-04-18 12:17:56.051739
181,18.700000000000003,Fragment,Timeless Vaal Splinter,2020-04-18 12:17:56.051739
182,3.88,Scarab,Rusted Perandus Scarab,2020-04-18 12:17:56.051739
183,2.0,Essence,Weeping Essence of Anger,2020-04-18 12:17:56.051739
184,3.0,Essence,Weeping Essence of Sorrow,2020-04-18 12:17:56.051739
185,3.0,Essence,Shrieking Essence of Zeal,2020-04-18 12:17:56.051739
186,5.0,Essence,Wailing Essence of Fear,2020-04-18 12:17:56.051739
187,3.0,Essence,Screaming Essence of Torment,2020-04-18 12:17:56.051739
188,8.0,Currency,Stacked Deck,2020-04-18 12:17:56.051739
189,2.0,Essence,Screaming Essence of Scorn,2020-04-18 12:17:56.051739
190,3.0,Essence,Screaming Essence of Wrath,2020-04-18 12:17:56.051739
191,3.0,Essence,Weeping Essence of Woe,2020-04-18 12:17:56.051739
192,3.0,Essence,Screaming Essence of Anguish,2020-04-18 12:17:56.051739
193,1.0,Essence,Screaming Essence of Doubt,2020-04-18 12:17:56.051739
194,0.0,,Great Crown,2020-04-18 12:17:56.051739
195,2.0,Essence,Wailing Essence of Hatred,2020-04-18 12:17:56.051739
196,2.0,Essence,Weeping Essence of Torment,2020-04-18 12:17:56.051739
197,4.0,Essence,Wailing Essence of Woe,2020-04-18 12:17:56.051739
198,4.0,Essence,Wailing Essence of Zeal,2020-04-18 12:17:56.051739
199,4.0,Essence,Wailing Essence of Torment,2020-04-18 12:17:56.051739
200,4.0,Essence,Wailing Essence of Suffering,2020-04-18 12:17:56.051739
201,1.0,Essence,Wailing Essence of Spite,2020-04-18 12:17:56.051739
202,1.0,Essence,Whispering Essence of Greed,2020-04-18 12:17:56.051739
203,2.0,Essence,Screaming Essence of Suffering,2020-04-18 12:17:56.051739
204,1.0,Essence,Screaming Essence of Loathing,2020-04-18 12:17:56.051739
205,3.0,Essence,Wailing Essence of Wrath,2020-04-18 12:17:56.051739
206,2.0,Essence,Wailing Essence of Loathing,2020-04-18 12:17:56.051739
207,1.0,Essence,Muttering Essence of Contempt,2020-04-18 12:17:56.051739
208,3.0,Essence,Weeping Essence of Hatred,2020-04-18 12:17:56.051739
209,4.0,Essence,Screaming Essence of Spite,2020-04-18 12:17:56.051739
210,3.0,Essence,Screaming Essence of Rage,2020-04-18 12:17:56.051739
211,2.0,Essence,Weeping Essence of Rage,2020-04-18 12:17:56.051739
212,1.0,Essence,Wailing Essence of Sorrow,2020-04-18 12:17:56.051739
213,4.0,Essence,Screaming Essence of Contempt,2020-04-18 12:17:56.051739
214,3.0,Essence,Weeping Essence of Contempt,2020-04-18 12:17:56.051739
215,4.0,Essence,Screaming Essence of Woe,2020-04-18 12:17:56.051739
216,2.0,Essence,Wailing Essence of Doubt,2020-04-18 12:17:56.051739
217,3.0,Essence,Screaming Essence of Sorrow,2020-04-18 12:17:56.051739
218,2.0,Essence,Whispering Essence of Contempt,2020-04-18 12:17:56.051739
219,3.0,Essence,Screaming Essence of Fear,2020-04-18 12:17:56.051739
220,3.0,DeliriumOrb,Portentous Delirium Orb,2020-04-18 12:17:56.051739
221,2.0,Essence,Muttering Essence of Anger,2020-04-18 12:17:56.051739
222,3.0,Essence,Wailing Essence of Anguish,2020-04-18 12:17:56.051739
223,5.0,Essence,Wailing Essence of Contempt,2020-04-18 12:17:56.051739
224,2.0,Essence,Weeping Essence of Doubt,2020-04-18 12:17:56.051739
225,2.0,Essence,Wailing Essence of Rage,2020-04-18 12:17:56.051739
226,3.0,Essence,Screaming Essence of Zeal,2020-04-18 12:17:56.051739
227,2.0,Essence,Screaming Essence of Anger,2020-04-18 12:17:56.051739
228,1.0,Essence,Whispering Essence of Woe,2020-04-18 12:17:56.051739
229,1.5,Essence,Remnant of Corruption,2020-04-18 12:17:56.051739
230,5.0,Essence,Muttering Essence of Torment,2020-04-18 12:17:56.051739
231,2.0,Essence,Weeping Essence of Wrath,2020-04-18 12:17:56.051739
232,3.0,Essence,Weeping Essence of Fear,2020-04-18 12:17:56.051739
233,5.0,Essence,Wailing Essence of Anger,2020-04-18 12:17:56.051739
234,1.0,Essence,Shrieking Essence of Anger,2020-04-18 12:17:56.051739
235,3.0,Essence,Muttering Essence of Sorrow,2020-04-18 12:17:56.051739
236,1.0,Essence,Screaming Essence of Hatred,2020-04-18 12:17:56.051739
237,2.5,Oil,Amber Oil,2020-04-18 12:17:56.051739
238,1.0,Essence,Muttering Essence of Fear,2020-04-18 12:17:56.051739
239,3.0,Essence,Screaming Essence of Greed,2020-04-18 12:17:56.051739
240,3.0,Essence,Wailing Essence of Greed,2020-04-18 12:17:56.051739
241,1.0,Essence,Weeping Essence of Greed,2020-04-18 12:17:56.051739
242,2.0,Essence,Muttering Essence of Greed,2020-04-18 12:17:56.051739
243,0.0,,Cobalt Jewel,2020-04-18 12:17:56.051739
244,0.0,Fragment,Offering to the Goddess,2020-04-18 12:17:56.051739
245,0.0,,Imbued Wand,2020-04-18 12:17:56.051739
246,0.0,,Medium Cluster Jewel,2020-04-18 12:17:56.051739
247,0.0,,Opal Wand,2020-04-18 12:17:56.051739
248,0.0,,Superior Terror Claw,2020-04-18 12:17:56.051739
249,0.0,,Lacewood Spirit Shield,2020-04-18 12:17:56.051739
250,0.0,,Abyssal Sceptre,2020-04-18 12:17:56.051739
251,0.0,,Spiked Gloves,2020-04-18 12:17:56.051739
252,0.0,,Imbued Wand,2020-04-18 12:17:56.051739
253,0.0,,Omen Wand,2020-04-18 12:17:56.051739
254,0.0,,Vaal Rapier,2020-04-18 12:17:56.051739
255,0.0,,Imbued Wand,2020-04-18 12:17:56.051739
256,0.0,,Spiraled Foil,2020-04-18 12:17:56.051739
257,0.0,,Gemstone Sword,2020-04-18 12:17:56.051739
258,0.0,,Imbued Wand,2020-04-18 12:17:56.051739
259,0.0,,Superior Fancy Foil,2020-04-18 12:17:56.051739
260,0.0,,Varnished Coat,2020-04-18 12:17:56.051739
261,0.0,,Titanium Spirit Shield,2020-04-18 12:17:56.051739
262,0.0,,Imbued Wand,2020-04-18 12:17:56.051739
263,0.0,,Sorcerer Boots,2020-04-18 12:17:56.051739
264,0.0,,Goliath Greaves,2020-04-18 12:17:56.051739
265,0.0,,Carnal Boots,2020-04-18 12:17:56.051739
266,0.0,,Conjurer Boots,2020-04-18 12:17:56.051739
267,0.0,,Steel Greaves,2020-04-18 12:17:56.051739
268,0.0,,Magistrate Crown,2020-04-18 12:17:56.051739
269,0.0,,Sorcerer Boots,2020-04-18 12:17:56.051739
270,0.0,,Lacquered Helmet,2020-04-18 12:17:56.051739
271,0.0,,Murder Boots,2020-04-18 12:17:56.051739
272,0.0,,Fluted Bascinet,2020-04-18 12:17:56.051739
273,0.0,,Titan Gauntlets,2020-04-18 12:17:56.051739
274,0.0,,Goliath Greaves,2020-04-18 12:17:56.051739
275,0.0,,Superior Conjurer Boots,2020-04-18 12:17:56.051739
276,0.0,,Eternal Burgonet,2020-04-18 12:17:56.051739
277,0.0,,Hydrascale Boots,2020-04-18 12:17:56.051739
278,0.0,,Hydrascale Boots,2020-04-18 12:17:56.051739
279,0.0,,Murder Boots,2020-04-18 12:17:56.051739
280,0.0,,Superior Solaris Circlet,2020-04-18 12:17:56.051739
281,0.0,,Steel Circlet,2020-04-18 12:17:56.051739
282,0.0,,Assassin's Boots,2020-04-18 12:17:56.051739
283,0.0,,Stealth Boots,2020-04-18 12:17:56.051739
284,0.0,,Slink Boots,2020-04-18 12:17:56.051739
285,0.0,,Slink Boots,2020-04-18 12:17:56.051739
286,0.0,,Carnal Boots,2020-04-18 12:17:56.051739
287,0.0,,Murder Boots,2020-04-18 12:17:56.051739
288,0.0,,Eternal Burgonet,2020-04-18 12:17:56.051739
289,0.0,,Hubris Circlet,2020-04-18 12:17:56.051739
290,0.0,,Eternal Burgonet,2020-04-18 12:17:56.051739
291,0.0,,Exquisite Leather,2020-04-18 12:17:56.051739
292,3.0,DeliriumOrb,Abyssal Delirium Orb,2020-04-18 12:17:56.051739
293,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
294,0.0,,Coral Ring,2020-04-18 12:17:56.051739
295,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
296,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
297,0.0,,Diamond Ring,2020-04-18 12:17:56.051739
298,0.0,,Jade Amulet,2020-04-18 12:17:56.051739
299,0.0,,Reave,2020-04-18 12:17:56.051739
300,0.0,,Sapphire Ring,2020-04-18 12:17:56.051739
301,0.0,,Coral Ring,2020-04-18 12:17:56.051739
302,0.0,,Diamond Ring,2020-04-18 12:17:56.051739
303,0.0,,Topaz Ring,2020-04-18 12:17:56.051739
304,0.0,,Cloth Belt,2020-04-18 12:17:56.051739
305,0.0,,Diamond Ring,2020-04-18 12:17:56.051739
306,0.0,,Topaz Ring,2020-04-18 12:17:56.051739
307,0.0,,Amethyst Ring,2020-04-18 12:17:56.051739
308,0.0,,Crimson Jewel,2020-04-18 12:17:56.051739
309,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
310,0.0,,Paua Amulet,2020-04-18 12:17:56.051739
311,0.0,,Amber Amulet,2020-04-18 12:17:56.051739
312,0.0,,Amethyst Ring,2020-04-18 12:17:56.051739
313,0.0,,Diamond Ring,2020-04-18 12:17:56.051739
314,0.0,,Coral Ring,2020-04-18 12:17:56.051739
315,0.0,,Amber Amulet,2020-04-18 12:17:56.051739
316,0.0,,Sapphire Ring,2020-04-18 12:17:56.051739
317,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
318,0.0,,Ruby Ring,2020-04-18 12:17:56.051739
319,0.0,,Jade Amulet,2020-04-18 12:17:56.051739
320,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
321,0.0,,Iron Ring,2020-04-18 12:17:56.051739
322,0.0,,Moonstone Ring,2020-04-18 12:17:56.051739
323,0.0,,Opal Ring,2020-04-18 12:17:56.051739
324,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
325,0.0,,Sapphire Ring,2020-04-18 12:17:56.051739
326,0.0,,Topaz Ring,2020-04-18 12:17:56.051739
327,0.0,,Chain Belt,2020-04-18 12:17:56.051739
328,0.0,,Unset Ring,2020-04-18 12:17:56.051739
329,0.0,,Studded Belt,2020-04-18 12:17:56.051739
330,0.0,,Studded Belt,2020-04-18 12:17:56.051739
331,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
332,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
333,0.0,,Topaz Ring,2020-04-18 12:17:56.051739
334,0.0,,Jade Amulet,2020-04-18 12:17:56.051739
335,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
336,0.0,,Agate Amulet,2020-04-18 12:17:56.051739
337,0.0,,Amethyst Ring,2020-04-18 12:17:56.051739
338,0.0,,Moonstone Ring,2020-04-18 12:17:56.051739
339,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
340,0.0,,Amethyst Ring,2020-04-18 12:17:56.051739
341,0.0,,Crimson Jewel,2020-04-18 12:17:56.051739
342,0.0,,Turquoise Amulet,2020-04-18 12:17:56.051739
343,0.0,,Jewelled Foil,2020-04-18 12:17:56.051739
344,0.0,,Opal Ring,2020-04-18 12:17:56.051739
345,0.0,,Coral Ring,2020-04-18 12:17:56.051739
346,0.0,,Heavy Belt,2020-04-18 12:17:56.051739
347,0.0,,Blasphemy Support,2020-04-18 12:17:56.051739
348,0.0,,Moonstone Ring,2020-04-18 12:17:56.051739
349,0.0,,Cobalt Jewel,2020-04-18 12:17:56.051739
350,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
351,0.0,,Ruby Ring,2020-04-18 12:17:56.051739
352,0.0,,Ruby Ring,2020-04-18 12:17:56.051739
353,0.0,,Gold Ring,2020-04-18 12:17:56.051739
354,0.66,Oil,Sepia Oil,2020-04-18 12:17:56.051739
355,0.0,,Coral Ring,2020-04-18 12:17:56.051739
356,0.0,Fragment,Sacrifice at Dawn,2020-04-18 12:17:56.051739
357,0.0,,Coral Ring,2020-04-18 12:17:56.051739
358,0.0,,Citrine Amulet,2020-04-18 12:17:56.051739
359,0.0,,Coral Ring,2020-04-18 12:17:56.051739
360,0.0,,Sapphire Ring,2020-04-18 12:17:56.051739
361,0.0,,Viridian Jewel,2020-04-18 12:17:56.051739
362,0.0,,Coral Ring,2020-04-18 12:17:56.051739
363,0.0,,Topaz Ring,2020-04-18 12:17:56.051739
364,0.0,,Diamond Ring,2020-04-18 12:17:56.051739
365,0.0,,Lapis Amulet,2020-04-18 12:17:56.051739
366,0.0,,Topaz Ring,2020-04-18 12:17:56.051739
367,0.0,,Diamond Ring,2020-04-18 12:17:56.051739
368,0.0,,Topaz Ring,2020-04-18 12:17:56.051739
369,0.0,,Topaz Ring,2020-04-18 12:17:56.051739
370,0.0,,Lapis Amulet,2020-04-18 12:17:56.051739
371,0.0,,Diamond Ring,2020-04-18 12:17:56.051739
372,0.0,,Sapphire Ring,2020-04-18 12:17:56.051739
373,0.0,,Searching Eye Jewel,2020-04-18 12:17:56.051739
374,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
375,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
376,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
377,0.0,,Leather Belt,2020-04-18 12:17:56.051739
378,0.0,,Sapphire Ring,2020-04-18 12:17:56.051739
379,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
380,0.0,,Amethyst Ring,2020-04-18 12:17:56.051739
381,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
382,0.0,,Small Cluster Jewel,2020-04-18 12:17:56.051739
383,0.0,,Sapphire Ring,2020-04-18 12:17:56.051739
384,0.0,,Turquoise Amulet,2020-04-18 12:17:56.051739
385,0.0,,Diamond Ring,2020-04-18 12:17:56.051739
386,0.0,,Lapis Amulet,2020-04-18 12:17:56.051739
387,0.0,,Diamond Ring,2020-04-18 12:17:56.051739
388,0.0,,Amethyst Ring,2020-04-18 12:17:56.051739
389,0.0,,Citrine Amulet,2020-04-18 12:17:56.051739
390,0.0,,Jade Amulet,2020-04-18 12:17:56.051739
391,0.0,,Citrine Amulet,2020-04-18 12:17:56.051739
392,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
393,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
394,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
395,0.0,,Amethyst Ring,2020-04-18 12:17:56.051739
396,0.0,,Vermillion Ring,2020-04-18 12:17:56.051739
397,0.0,,Amethyst Ring,2020-04-18 12:17:56.051739
398,0.0,,Heavy Belt,2020-04-18 12:17:56.051739
399,0.0,,Diamond Ring,2020-04-18 12:17:56.051739
400,0.0,,Coral Ring,2020-04-18 12:17:56.051739
401,0.0,,Crimson Jewel,2020-04-18 12:17:56.051739
402,0.0,,Ruby Ring,2020-04-18 12:17:56.051739
403,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
404,0.0,,Rustic Sash,2020-04-18 12:17:56.051739
405,0.0,,Coral Ring,2020-04-18 12:17:56.051739
406,0.0,,Amethyst Ring,2020-04-18 12:17:56.051739
407,3.0,Oil,Crimson Oil,2020-04-18 12:17:56.051739
408,1.99998,Currency,Turbulent Catalyst,2020-04-18 12:17:56.051739
409,3.5,Fossil,Pristine Fossil,2020-04-18 12:17:56.051739
410,0.0,,Cobalt Jewel,2020-04-18 12:17:56.051739
